NV2.1832	uhrf1-like	UHRF1_like_1	UHRF1_BOVIN^UHRF1_BOVIN^Q:456-959,H:420-597^50.811%ID^E:1.51e-43^RecName: Full=E3 ubiquitin-protein ligase UHRF1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,UHRF1_BOVIN^UHRF1_BOVIN^Q:455-958,H:420-597^50.811%ID^E:1.24e-43^RecName: Full=E3 ubiquitin-protein ligase UHRF1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos,UHRF1_BOVIN^UHRF1_BOVIN^Q:492-995,H:420-597^50.811%ID^E:1.87e-43^RecName: Full=E3 ubiquitin-protein ligase UHRF1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos
NV2.19084	uh1bl-like	UH1BL_like_1	UH1BL_HUMAN^UH1BL_HUMAN^Q:87-2591,H:1-794^33.097%ID^E:2.27e-120^RecName: Full=UHRF1-binding protein 1-like {ECO:0000312|HGNC:HGNC:29102};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`UH1BL_HUMAN^UH1BL_HUMAN^Q:3768-4253,H:1204-1360^28.395%ID^E:2.26e-09^RecName: Full=UHRF1-binding protein 1-like {ECO:0000312|HGNC:HGNC:29102};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,UH1BL_MOUSE^UH1BL_MOUSE^Q:98-307,H:1-70^60%ID^E:2.07e-17^RecName: Full=UHRF1-binding protein 1-like {ECO:0000312|MGI:MGI:2442888};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.4538	fen1-like	FEN1_like_1	FEN1_NEMVE^FEN1_NEMVE^Q:48-1178,H:1-377^100%ID^E:0^RecName: Full=Flap endonuclease 1 {ECO:0000255|HAMAP-Rule:MF_03140};^Eukaryota; Metazoa; Cnidaria; Anthozoa; Hexacorallia; Actiniaria; Edwardsiidae; Nematostella
NV2.20577	ra51b-like	RA51B_like_1	RA51B_XENLA^RA51B_XENLA^Q:180-1196,H:1-336^81.416%ID^E:0^RecName: Full=DNA repair protein RAD51 homolog B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
NV2.23800	tipin-like	TIPIN_like_1	TIPIN_RAT^TIPIN_RAT^Q:249-836,H:61-243^38.5%ID^E:1.31e-32^RecName: Full=TIMELESS-interacting protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus,TIPIN_RAT^TIPIN_RAT^Q:249-836,H:61-243^38.5%ID^E:4.49e-33^RecName: Full=TIMELESS-interacting protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus
NV2.15542	rfa2-like	RFA2_like_1	RFA2_MOUSE^RFA2_MOUSE^Q:154-999,H:1-269^39.161%ID^E:5.6e-56^RecName: Full=Replication protein A 32 kDa subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,RFA2_MOUSE^RFA2_MOUSE^Q:154-1017,H:1-269^38.754%ID^E:1.57e-55^RecName: Full=Replication protein A 32 kDa subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.11011	pri1-like	PRI1_like_1	PRI1_MOUSE^PRI1_MOUSE^Q:64-1254,H:4-401^53.865%ID^E:2.63e-151^RecName: Full=DNA primase small subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.2169	orc1-like	ORC1_like_1	ORC1_MOUSE^ORC1_MOUSE^Q:1755-2993,H:425-838^57.143%ID^E:6.64e-145^RecName: Full=Origin recognition complex subunit 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.4170	psf2-like	PSF2_like_1	PSF2_XENLA^PSF2_XENLA^Q:154-687,H:1-177^65.169%ID^E:2.18e-74^RecName: Full=DNA replication complex GINS protein PSF2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
NV2.20302	xrcc3-like	XRCC3_like_1	XRCC3_MOUSE^XRCC3_MOUSE^Q:123-1142,H:1-343^41.69%ID^E:7.03e-63^RecName: Full=DNA repair protein XRCC3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,XRCC3_MOUSE^XRCC3_MOUSE^Q:123-1070,H:1-343^36.901%ID^E:5.26e-52^RecName: Full=DNA repair protein XRCC3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.8877	caf1b-like	CAF1B_like_1	CAF1B_MOUSE^CAF1B_MOUSE^Q:99-1334,H:1-406^52.506%ID^E:1.13e-144^RecName: Full=Chromatin assembly factor 1 subunit B {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,CAF1B_MOUSE^CAF1B_MOUSE^Q:813-1931,H:42-406^51.724%ID^E:2.6e-126^RecName: Full=Chromatin assembly factor 1 subunit B {ECO:0000305};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus,CAF1B_CHICK^CAF1B_CHICK^Q:99-1004,H:1-303^52.597%ID^E:3.53e-100^RecName: Full=Chromatin assembly factor 1 subunit B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archelosauria; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galloanserae; Galliformes; Phasianidae; Phasianinae; Gallus`CAF1B_CHICK^CAF1B_CHICK^Q:1673-1942,H:316-405^55.556%ID^E:
NV2.11160	mc6zb-like	MC6ZB_like_1	MC6ZB_XENLA^MC6ZB_XENLA^Q:180-2531,H:1-824^67.389%ID^E:0^RecName: Full=Zygotic DNA replication licensing factor mcm6-B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
NV2.17028	ra51c-like	RA51C_like_1	RA51C_CRIGR^RA51C_CRIGR^Q:277-1407,H:3-361^51.459%ID^E:1.73e-125^RecName: Full=DNA repair protein RAD51 homolog 3;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Cricetulus
NV2.3937	uhrf1-like-1	UHRF1_like_6	UHRF1_DANRE^UHRF1_DANRE^Q:120-2447,H:1-775^55.346%ID^E:0^RecName: Full=E3 ubiquitin-protein ligase UHRF1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Danionidae; Danioninae; Danio
NV2.22586	xrcc2-like	XRCC2_like_1	XRCC2_MOUSE^XRCC2_MOUSE^Q:19-903,H:8-277^37.338%ID^E:2.14e-63^RecName: Full=DNA repair protein XRCC2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.12402	rpa2-like-1	RPA2_like_4	RPA2_MOUSE^RPA2_MOUSE^Q:301-501,H:1011-1077^67.164%ID^E:1.38e-19^RecName: Full=DNA-directed RNA polymerase I subunit RPA2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.12202	wdr76-like	WDR76_like_1	WDR76_XENLA^WDR76_XENLA^Q:77-1612,H:66-578^35.094%ID^E:3.66e-83^RecName: Full=WD repeat-containing protein 76;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
NV2.9935	cdn1a-like	CDN1A_like_1	CDN1A_MOUSE^CDN1A_MOUSE^Q:49-210,H:11-64^46.296%ID^E:8.73e-10^RecName: Full=Cyclin-dependent kinase inhibitor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.15850	rfc2-like	RFC2_like_1	RFC2_RAT^RFC2_RAT^Q:146-1057,H:24-327^83.553%ID^E:0^RecName: Full=Replication factor C subunit 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus
NV2.17187	gemi-like	GEMI_like_2	-
NV2.1592	smc2-like	SMC2_like_1	SMC2_XENLA^SMC2_XENLA^Q:440-2407,H:126-784^57.208%ID^E:0^RecName: Full=Structural maintenance of chromosomes protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`SMC2_XENLA^SMC2_XENLA^Q:58-501,H:1-148^85.135%ID^E:9.64e-74^RecName: Full=Structural maintenance of chromosomes protein 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
NV2.4167	cda7l-like	CDA7L_like_1	CDA7L_HUMAN^CDA7L_HUMAN^Q:88-858,H:208-443^41.923%ID^E:7.77e-57^RecName: Full=Cell division cycle-associated 7-like protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
NV2.16012	ra51d-like	RA51D_like_1	RA51D_MOUSE^RA51D_MOUSE^Q:219-1133,H:20-316^36.066%ID^E:1.27e-63^RecName: Full=DNA repair protein RAD51 homolog 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.23804	blm-like	BLM_like_1	BLM_XENLA^BLM_XENLA^Q:1924-3570,H:596-1139^50.714%ID^E:9.48e-174^RecName: Full=Bloom syndrome protein homolog;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
NV2.17274	dcc1-like	DCC1_like_1	DCC1_MOUSE^DCC1_MOUSE^Q:24-1208,H:5-398^41.397%ID^E:6.19e-85^RecName: Full=Sister chromatid cohesion protein DCC1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.12389	rpa2-like-2	RPA2_like_5	RPA2_MOUSE^RPA2_MOUSE^Q:2-109,H:1037-1072^75%ID^E:1.32e-08^RecName: Full=DNA-directed RNA polymerase I subunit RPA2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
NV2.21115	ra51b-like-1	RA51B_like_2	RA51B_HUMAN^RA51B_HUMAN^Q:167-1204,H:1-347^52.722%ID^E:6.82e-121^RecName: Full=DNA repair protein RAD51 homolog 2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
NV2.2463	exo1-like-1	EXO1_like_2	EXO1_XENLA^EXO1_XENLA^Q:371-499,H:139-181^60.465%ID^E:6.98e-18^RecName: Full=Exonuclease 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`EXO1_XENLA^EXO1_XENLA^Q:78-392,H:2-106^31.481%ID^E:6.98e-18^RecName: Full=Exonuclease 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
NV2.19684	exo1-like-2	EXO1_like_7	EXO1_DANRE^EXO1_DANRE^Q:504-1526,H:1-343^49.568%ID^E:4.17e-100^RecName: Full=Exonuclease 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Danionidae; Danioninae; Danio,EXO1_DANRE^EXO1_DANRE^Q:506-1528,H:1-343^49.568%ID^E:3.55e-100^RecName: Full=Exonuclease 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Danionidae; Danioninae; Danio,EXO1_DANRE^EXO1_DANRE^Q:506-1528,H:1-343^49.568%ID^E:6.75e-100^RecName: Full=Exonuclease 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi; Cypriniformes; Danionidae; Danioninae; Danio
NV2.13751	mlf1	MLF1_like_1	MLF1_HUMAN^MLF1_HUMAN^Q:2641-3051,H:78-217^50%ID^E:3.46e-37^RecName: Full=Myeloid leukemia factor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo,XYNB_NEOPA^XYNB_NEOPA^Q:5647-4427,H:375-745^38.983%ID^E:3.41e-42^RecName: Full=Endo-1,4-beta-xylanase B;^Eukaryota; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Neocallimastigomycetes; Neocallimastigales; Neocallimastigaceae; Neocallimastix`XYNB_NEOPA^XYNB_NEOPA^Q:5647-4433,H:423-791^38.849%ID^E:6.55e-40^RecName: Full=Endo-1,4-beta-xylanase B;^Eukaryota; Fungi; Fungi incertae sedis; Chytridiomycota; Chytridiomycota incertae sedis; Neocallimastigomycetes; Neocallimastigales; Neocallimastigaceae; Neocallimastix,MLF1_MOUSE^MLF1_MOUSE^Q:115-666,H:9-199^44.503%ID^E:4.31e-41^RecName: Full=Myeloid leukemia factor 1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchon
NV2.22301	dpola-like	DPOLA_like_1	DPOLA_HUMAN^DPOLA_HUMAN^Q:31-4395,H:1-1455^51.899%ID^E:0^RecName: Full=DNA polymerase alpha catalytic subunit;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
NV2.12400	rpa2-like-3	RPA2_like_8	RPA2_HUMAN^RPA2_HUMAN^Q:154-366,H:1067-1134^53.521%ID^E:3.83e-15^RecName: Full=DNA-directed RNA polymerase I subunit RPA2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
NV2.12406	rpa2-like-4	RPA2_like_9	RPA2_HUMAN^RPA2_HUMAN^Q:54-2708,H:14-892^52.768%ID^E:0^RecName: Full=DNA-directed RNA polymerase I subunit RPA2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo`RPA2_HUMAN^RPA2_HUMAN^Q:2713-3345,H:927-1134^67.299%ID^E:6.59e-85^RecName: Full=DNA-directed RNA polymerase I subunit RPA2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
NV2.1812	hibn-like	HIBN_like_1	HIBN_XENLA^HIBN_XENLA^Q:659-1297,H:330-535^35.909%ID^E:7.2e-36^RecName: Full=Histone-binding protein N1/N2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`HIBN_XENLA^HIBN_XENLA^Q:95-316,H:32-104^47.297%ID^E:3.9e-14^RecName: Full=Histone-binding protein N1/N2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,HIBN_XENLA^HIBN_XENLA^Q:659-1381,H:330-559^37.097%ID^E:4.86e-39^RecName: Full=Histone-binding protein N1/N2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus`HIBN_XENLA^HIBN_XENLA^Q:95-316,H:32-104^47.297%ID^E:2.76e-14^RecName: Full=Histone-binding protein N1/N2;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus,
